ASIN,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size,PurchasemModel_Color,页面网址
,"







  
  
    Great unit, awful window hardware
  
",3.0 颗星，最多 5 颗星,Mr. G,2022年9月25日 在美国审核,"


















    
        

        
        
            
        

        
            
                




{""videoWidth"":0,""initialClosedCaptions"":""en,https://m.media-amazon.com/images/S/vse-vms-closed-captions-artifact-us-east-1-prod/closedCaptions/a0240239-5a47-4f7f-af39-417bc60fca6b.vtt"",""videoUrl"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/d652820a-0e39-46ab-b4c1-6a229412af6c/embedded.cc.default.jobtemplate.hls.m3u8"",""clientPrefix"":""vse_reviews_desktop_r197p6sfptgm5i_1681481802710"",""awaConfig"":{""useUpNextComponent"":false,""initialVideo"":""R197P6SFPTGM5I"",""shouldPreload"":true,""isChromelessPlayer"":false,""closedCaptionsConfig"":{""captionsOnTexts"":{""en"":""English (Automated)""},""captionsOffText"":""Captions off"",""languageToLabelTexts"":{""English"":""English""}},""isVideoImmersivePlayer"":false,""skipInitialFocus"":false,""disabledViewIds"":[""replayHint""],""customerId"":""0"",""containerId"":""vse_reviews_desktop_r197p6sfptgm5i_1681481802710-player-c472029e-8ba6-408a-a795-97e667ffe956"",""requestMetadata"":{""marketplaceId"":""ATVPDKIKX0DER"",""clientId"":""VSE-US"",""method"":""cr_inline_review"",""requestId"":""1Q57EYPWP2KCDVWA403Y"",""pageAsin"":"""",""sessionId"":""139-4615865-1273316""},""shouldLoop"":false,""shouldDisableControls"":false,""alwaysSetInitialVideo"":true,""clientPrefix"":"""",""useAutoplayFallback"":false,""sushiMetricsConfig"":{""isRobot"":false,""clientId"":""VSE-US"",""videoAsinList"":"""",""weblabIds"":"""",""eventSource"":""Player"",""sessionId"":""139-4615865-1273316"",""refMarkers"":""vse_reviews_desktop_R197P6SFPTGM5I_1681481802710_ref"",""placementContext"":""cr_inline_review"",""marketplaceId"":""ATVPDKIKX0DER"",""isInternal"":false,""endpoint"":""https://unagi-na.amazon.com/1/events/com.amazon.eel.vse.metrics.prod.events.test"",""requestId"":""1Q57EYPWP2KCDVWA403Y"",""customerId"":""0"",""sessionType"":1},""ospLinkCode"":"""",""showPosterImage"":true,""languageCode"":""en"",""version"":"""",""shouldStartMuted"":false,""airyVersion"":""VideoJS"",""languagePreferenceStrings"":{},""enableInactiveFocus"":true,""isReactFactory"":false,""enableDelphiAttribution"":false,""shouldAutoplay"":false},""imageUrl"":""https://m.media-amazon.com/images/I/51FlnD4RbKL._SY256._SY256.jpg"",""closedCaptionsConfig"":{""captionsOnTexts"":{""en"":""English (Automated)""},""captionsOffText"":""Captions off"",""languageToLabelTexts"":{""English"":""English""}},""needPlayerFactory"":false,""sushiMetricsConfig"":{""isRobot"":false,""clientId"":"""",""videoAsinList"":"""",""weblabIds"":"""",""eventSource"":""Player"",""sessionId"":""139-4615865-1273316"",""refMarkers"":""vse_reviews_desktop_R197P6SFPTGM5I_1681481802710_ref"",""placementContext"":""cr_inline_review"",""marketplaceId"":""ATVPDKIKX0DER"",""isInternal"":false,""endpoint"":""https://unagi-na.amazon.com/1/events/com.amazon.eel.vse.metrics.prod.events.test"",""requestId"":""1Q57EYPWP2KCDVWA403Y"",""customerId"":""0"",""sessionType"":1},""mimeType"":""application/x-mpegURL"",""isMobile"":false,""videoHeight"":0}Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 1:50Loaded: 5.46%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -1:50 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglishAudio Trackdefault, selectedFullscreenThis is a modal window.


            
            
        
    
    








  
  
     The unit itself is quiet, well designed, and functions well, as described in other reviews here. My main issues are with the window hardware and duct. The window mount and adapter is not sturdy enough and the clips that hold the parts together are not strong enough. My basement install reaches the limit of the exhaust duct length, so it applies a bit of force to the mounting clips. This scenario should be expected for this type of unit. The clips have a tendency to pop out constantly. The vertical adapter required for my sliding windows adds another set of weak clips that can pop out, causing additional grief. And that vertical adapter cannot fit into a vertical window with bulky trim around it without modification (tough to explain - see video). The window is now an obvious security risk since everything can be pushed in easily to access the window. Once everything is in place and settled, this unit has worked very well for cooling my ~550 sq. ft. space. I'll have to update my review with my experience using the heating function after the winter months.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
,"







  
  
    Cools Like a Beast, but Doesn't Dehumidify.
  
",3.0 颗星，最多 5 颗星,Lonnie Christopher,2022年9月25日 在美国审核,"







  
  
    First-day use impressions: It cools like a beast and works way better than our previous portable AC. Powerfan and cooling with lots of automated options and controls via phone app, remote, or Alexa.  The only negative thing I have to say about it is that I have not been able to get the dry mode to lower humidity at all. It doesn't seem to do anything in DRY mode more than it does in Cool mode. There is no drainage at all in DRY mode, in fact, nothing changes when I switch between Cool and Dry. I thought the fan was supposed to slow down, but it doesn't. The dry mode was one of the main reasons why I bought this unit so for that I had to subtract a few stars. I'll contact support on Monday to see if something is wrong with the unit and update you.Update: I contacted support and they had no real solutions and told me that I have to disconnect the hose from the outside vent in DRY mode!?!?!?, which I tried, and then it just heated up the room and didn't dry any better. This seems like a huge design flaw and had I known it I probably wouldn't have purchased it Their only suggestion was to return it, and that seems like a huge hassle, but may be best.Six-month update: It still works like a beast and I can attest that it uses much less energy than my last unit. The biggest issue I have found so far is the plastic clips that connect the hose to the window piece are plastic. I have broken two of them already and I don't see how they wouldn't break fairly easily after a few times connecting and disconnecting the hose. Plan on replacing this piece every few years. These should have been made of stronger materials. Being that this connection is a very crucial part of its function I am lowering my score another star. If it can't connect to the window it basically useless.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
,"







  
  
    Excellent cooling
  
",5.0 颗星，最多 5 颗星,annette williams,2022年9月23日 在美国审核,"







  
  
    I bought this for my brother's apartment which is a good size.  It is working great.
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
,"







  
  
    Great powerhouse
  
",5.0 颗星，最多 5 颗星,John,2022年9月21日 在美国审核,"







  
  
    Box arrived heavily damaged and a bit wet. The rotating air vents where damaged (the axle was off centered, so I had to pry it back into its hole). It’s massive, even the window kit is larger than most.Really great airflow and cools down the area really well. It’s super quiet I sometimes forget it’s even there!
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
,"







  
  
    Not cold enough
  
",3.0 颗星，最多 5 颗星,Diane Morales,2022年9月20日 在美国审核,"







  
  
    Did not keep my room as cold as I wished and is not even 200ft
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
,"







  
  
    Works well
  
",5.0 颗星，最多 5 颗星,T. Burns,2022年9月20日 在美国审核,"







  
  
    We like it really cold when we sleep, and this has worked well to keep our upstairs bedroom very cool at night.
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
,"







  
  
    This summer is too hot 2022
  
",5.0 颗星，最多 5 颗星,Virginia,2022年9月20日 在美国审核,"







  
  
    2022, this summer is too hot, even I live in Bay area, the temp is above 100F. this portable AC is perfect for me because I don't need long term AC , every year only several days I need AC , good for budget
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
,"







  
  
    Window kit is awful. AC itself is good (but useless without good window kit)
  
",3.0 颗星，最多 5 颗星,Sasha K.,2022年9月19日 在美国审核,"







  
  
    I would have given this AC 5 stars if the window adapter wasn’t such an awful piece of junk. The adapter piece is very stiff and when we were connecting it, the attachment piece snapped clean off. We read other reviews that complained about the window kit so we were very careful and it still broke. I contacted the manufacturer and they sent me a link to purchase a replacement piece  for $80 (and $10 shipping so $90 total). We tried to tape it, but it just wouldn’t hold so we caved and ordered the replacement. Hopefully it doesn’t break a second time. The whole window panel piece just isn’t very sturdy. Definitely prepare to get creative with installation if you do make this purchase.The AC itself is great, except that you can’t really turn it or have it stand at an angle because the hose is very stiff and it needs to stand right where your window opening is. But it’s quieter than our other AC and cools our room well.Bottom line: I would have rather just paid $100 extra from the beginning if it meant the window kit would be good quality. Overall, I’m glad we got this AC. Just hoping the manufacturer listens to feedback and improves the window kit.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
,"







  
  
    You will need a drain in the room.
  
",2.0 颗星，最多 5 颗星,Scott V. Vorhees,2022年9月18日 在美国审核,"







  
  
    You will have to have a drain in the room where this is used. If not, you will have to drain in very frequently…like every two hours. I don’t know about you, but my bedroom do not have drains installed in them. This is not disclosed in the sale information or on the exterior of the packaging.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
,"







  
  
    Best portable ac unit yet.
  
",5.0 颗星，最多 5 颗星,Bruce Sabourin,2022年9月18日 在美国审核,"







  
  
    We use this unit in our bedroom at night. Usually on 66 degrees. Works very well. Much quieter than the Haier we had before. Have not had to empty any water out of it since we got it several months ago. Very satisfied so far.
  
","颜色: 黑色//白色尺寸: 12,000 BTU","颜色: 黑色//白色尺寸: 12,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
,"







  
  
    One of the best portable AC unit I owned
  
",5.0 颗星，最多 5 颗星,Richard T.,2022年9月17日 在美国审核,"







  
  
    I was a little hisitant at first because I never heard of the brand. The positive reviews on this portable AC are mostly accurate.I hope it will continue to perform as expected especially on the energy saving part since it is an inverter.The dual hose really plays a significant role in improving and speeding up the cooling process. Remote and wifi enabled feature is really a game changer.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
,"







  
  
    easy to set up from beginning and remote to start - cool and heat
  
",4.0 颗星，最多 5 颗星,webon100,2022年9月16日 在美国审核,"







  
  
    just received this item at home, and surprise how quick to have it start to run, set at 72 degree and it take about 20-30 mins have the temperature drop from 75 and keep it at 73 since it is in big living room, and it feel cool by closer to the machine and feel comfortable around it. noise level is acceptable for me.  and now i am thinking how to fix this at a big slide window since it is ground level, will buy some window guards and put it on. like this AC also because it has the heat as well, not try yet, but season is coming ... and manual said save 40% electric power for this model, finger crossed.  recommend it.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
